gene,mis_z,lof_z,syn_z,oe_mis,oe_lof,label
CLOCK,1.8274,5.865,0.57762,0.75544,0.13173,0.99957
KCNH3,3.8464,5.3397,0.69428,0.58692,0.11732,0.99919
TOP2B,3.8634,6.9742,0.86474,0.60999,0.15225,0.99989
DCTN2,1.9044,4.3124,0.57033,0.63717,0.07843,0.99653
NCOA1,2.3531,6.5564,0.56712,0.76358,0.14577,0.99981
RHEB,2.2985,3.2269,0.12726,0.34176,0.0,0.98119
ANKRD34A,2.4617,3.2237,0.48954,0.59579,0.0,0.98103
HDAC9,2.0616,6.3194,-0.016441,0.75466,0.14235,0.99973
ANKRD13C,2.3672,4.6867,0.62927,0.6092,0.09587,0.99793
WWP1,2.812,6.0975,0.24699,0.64259,0.13746,0.99966
ZNF319,2.838,3.8437,1.651,0.60051,0.052211,0.99285
WDR18,0.47932,3.8379,-1.5174,0.91528,0.052355,0.99271
CBX8,0.93792,3.8375,-1.7769,0.8292,0.052364,0.9927
LENG8,1.3474,5.6004,-2.7952,0.83484,0.1256,0.99938
LRRC8B,2.5432,4.2877,0.078993,0.64755,0.079203,0.99619
ZBTB21,0.5117,4.6703,-1.585,0.94035,0.096428,0.99778
MORC4,1.3623,4.6754,-0.89781,0.78884,0.096253,0.99783
ARHGAP29,1.2111,6.0875,0.75813,0.86587,0.1378,0.99964
NELL2,0.73015,5.8446,0.0023758,0.90622,0.13244,0.99952
PDE8B,2.9973,5.306,-0.69021,0.61978,0.1185,0.99905
ZNF281,1.0154,4.2913,-1.0766,0.86728,0.079091,0.99624
ARFGEF2,2.5971,7.6495,0.82211,0.76376,0.16407,0.99993
PHF13,1.7599,3.2123,-1.8758,0.64329,0.0,0.98042
INPP4A,3.3467,5.8422,0.69069,0.61053,0.13252,0.99952
MUC5B,-2.8417,9.6806,-10.432,1.1381,0.18333,0.99999
KDR,1.0272,6.7268,-1.5938,0.89356,0.1506,0.99982
NLGN4X,2.7006,3.8359,-1.5137,0.60369,0.052401,0.99267
LRP2,2.0673,11.568,-0.77926,0.88445,0.19529,0.99999
CHRM3,1.9591,3.8305,-0.70549,0.69979,0.052535,0.99253
PITPNC1,2.3637,3.8302,0.49927,0.51351,0.052544,0.99252
ZNF496,1.3953,4.2916,-0.59044,0.80162,0.079081,0.99624
USF2,1.8926,3.8304,-0.14778,0.59948,0.052539,0.99253
PDIA3,0.68368,4.2801,0.26449,0.88441,0.079445,0.99608
FLNC,2.789,7.9578,-0.67904,0.80919,0.16868,0.99994
MTMR4,3.4935,6.0631,0.72995,0.62312,0.13865,0.99959
TRIP13,2.3171,4.279,-0.90739,0.58132,0.07948,0.99606
ACE2,1.2455,4.6608,1.3311,0.79122,0.096752,0.99769
CELSR1,1.2028,7.9688,-3.5366,0.92189,0.16835,0.99994
HGF,1.8452,5.8246,-0.67277,0.74361,0.13314,0.99947
RYR2,5.7809,11.84,-0.19526,0.68338,0.19733,0.99999
TM9SF4,2.9598,5.2959,1.5809,0.58327,0.11886,0.999
FAM160B1,1.372,5.2916,-0.58504,0.80755,0.11901,0.99898
SYN1,2.9674,3.8157,1.4353,0.46902,0.052904,0.99216
CAD,4.3365,8.0868,-0.93019,0.66954,0.17132,0.99993
FAF1,2.1266,5.2862,1.2735,0.68435,0.1192,0.99895
FNIP1,2.3526,6.0542,0.79062,0.73258,0.13895,0.99957
ETF1,4.392,4.2746,0.26732,0.19222,0.079619,0.996
INHBA,2.5001,3.2006,-1.6325,0.5587,0.0,0.97979
SLC30A10,1.5751,3.1959,0.12998,0.73015,0.0,0.97952
STT3B,3.7557,5.2867,-0.18406,0.48561,0.11918,0.99896
MEX3A,2.7891,3.2002,1.6989,0.5516,0.0,0.97977
CAMK2A,4.6751,4.9835,0.82343,0.24017,0.10964,0.99845
INTS3,4.4143,6.4846,1.0671,0.49132,0.14817,0.99972
RNPS1,1.1938,3.2009,-0.65854,0.76279,0.0,0.9798
NFE2L1,1.7553,4.6505,-0.11626,0.7665,0.097104,0.99759
SLC6A3,2.2921,4.6492,-1.9185,0.66633,0.09715,0.99758
CELSR2,2.176,8.2433,-1.7401,0.8563,0.1729,0.99994
TFAP2D,0.75022,3.8094,-2.0803,0.86572,0.053059,0.99199
PIK3CB,3.0921,6.267,0.62217,0.63346,0.14414,0.99964
ZC3H12C,1.8008,4.9736,1.6928,0.77086,0.10999,0.99838
ZMIZ1,3.3882,5.7903,-0.68393,0.63939,0.13435,0.99937
ZYG11B,3.9832,4.9711,-0.97051,0.43972,0.11008,0.99836
SKIDA1,1.1582,3.8071,-0.61408,0.83663,0.053119,0.99193
SCUBE3,2.6996,5.7966,2.272,0.69319,0.13412,0.99939
KLF6,1.8535,3.1947,-0.53839,0.58923,0.0,0.97946
SFMBT2,1.2804,5.7976,-0.5061,0.84202,0.13409,0.99939
DNM1,5.1795,5.5402,1.6674,0.35474,0.12772,0.99917
ZNFX1,2.5616,7.0613,-0.54509,0.77832,0.15852,0.99983
RBBP4,4.6266,4.2523,-0.19037,0.14939,0.080331,0.99565
LEMD3,-0.26038,5.2513,-1.2156,1.0338,0.12045,0.99877
RUSC2,0.95056,6.0208,0.038755,0.90947,0.14012,0.99949
AKAP6,-0.04269,7.2211,-1.0016,1.0035,0.16193,0.99983
TMEM132B,1.4719,5.2497,-0.18743,0.83188,0.12051,0.99876
RBM15B,2.3194,4.2471,-0.93431,0.71308,0.080499,0.99557
ZNF644,1.5521,5.5325,-0.30293,0.83001,0.12799,0.99914
AUTS2,2.2242,5.7821,-1.1651,0.77778,0.13464,0.99934
SIM1,0.71496,4.9591,-0.30804,0.9049,0.1105,0.99828
FAT3,1.26,8.9265,-1.2867,0.92941,0.1808,0.99995
TP53BP1,1.8797,7.3996,-0.058524,0.8362,0.16429,0.99985
HECW1,2.9523,7.2151,1.1653,0.73663,0.16212,0.99982
NEGR1,1.638,3.7997,-0.34399,0.67425,0.053303,0.99173
XPO5,3.1112,6.651,-0.62509,0.65506,0.15314,0.99971
SVEP1,1.8788,9.4188,0.46294,0.87866,0.18599,0.99995
SCAF1,1.4037,4.9474,-2.4519,0.84876,0.11092,0.99819
DLGAP1,3.2012,5.2475,0.94317,0.64079,0.12058,0.99875
DLX2,0.94875,3.1774,0.28128,0.79902,0.0,0.97847
TTYH1,0.38422,4.2364,-0.6427,0.93274,0.080845,0.99539
CSNK1G2,2.7969,3.7871,-1.9321,0.51301,0.053624,0.99138
RAB35,2.3642,3.1771,0.042408,0.41283,0.0,0.97845
PIAS2,2.0573,4.6118,0.94669,0.68198,0.098448,0.99718
ADCY5,3.4043,5.7656,0.092598,0.65113,0.13523,0.99928
GRM5,3.2078,5.2423,-2.2466,0.64762,0.12077,0.99872
BOD1L1,0.66628,7.5504,-0.51785,0.95155,0.16716,0.99985
PTPRS,3.7772,7.3775,-4.5798,0.70443,0.165,0.99983
EDNRA,2.8025,3.7942,0.6168,0.494,0.053444,0.99158
NRXN1,2.5642,6.4423,-3.3463,0.75909,0.14962,0.99964
ARHGAP32,1.8072,7.0213,0.36937,0.84993,0.15984,0.99978
FRMD5,1.9798,4.6164,-0.31295,0.68893,0.098285,0.99724
VPS54,0.95059,5.7692,-0.37418,0.87839,0.1351,0.99929
UBE2R2,2.7845,3.1722,0.18428,0.31008,0.0,0.97816
AMMECR1L,2.4653,3.7841,-0.30313,0.49061,0.0537,0.9913
CCT6A,1.2629,4.2327,-0.45683,0.78823,0.080966,0.99532
TCFL5,1.0982,3.7833,-0.38487,0.78191,0.053719,0.99128
PBX1,3.8266,4.2296,0.92392,0.32155,0.081067,0.99527
TCP1,1.6049,4.2299,-0.93527,0.74231,0.081058,0.99527
IRF1,2.3525,3.7704,0.60764,0.50805,0.05405,0.9909
PRKAG2,1.6544,4.5898,-0.24023,0.74217,0.099222,0.99692
LRP12,1.3042,4.9244,-0.8959,0.83198,0.11175,0.99799
EBF1,3.378,4.5937,0.76792,0.50299,0.099086,0.99697
FAM131B,1.416,3.771,-0.86556,0.7256,0.054035,0.99092
SOS2,2.5273,6.4031,0.4444,0.72989,0.15097,0.99955
RAD21,2.6421,4.5967,-0.26813,0.59758,0.098977,0.99701
MOSPD2,1.6602,3.7754,2.3186,0.64903,0.053922,0.99105
STXBP5,2.9995,6.4072,0.17827,0.65806,0.15083,0.99956
KCNJ3,4.0628,3.7766,1.1035,0.33156,0.05389,0.99108
POLR1A,2.9485,7.5019,1.0335,0.73947,0.1687,0.9998
TP73,1.8527,4.5929,-1.1735,0.74862,0.099113,0.99696
CWC15,2.1187,3.1643,-0.34223,0.42237,0.0,0.97769
NDFIP1,1.4968,3.1607,-0.077476,0.5965,0.0,0.97747
EPHB1,2.3628,5.2079,-1.658,0.73033,0.12203,0.9985
PHLPP1,1.7489,5.9535,-0.25584,0.82948,0.14251,0.99927
MAGI2,1.8148,6.1848,0.25459,0.81645,0.147,0.99943
PPP2R2A,3.3597,4.2118,0.79373,0.39238,0.081651,0.99495
ZNF618,2.5006,5.1962,0.0029468,0.69801,0.12245,0.99842
HECW2,3.3052,6.9758,0.77692,0.69078,0.16135,0.9997
USP1,1.0556,4.5884,-0.73751,0.84737,0.099271,0.99691
PHACTR3,0.97164,4.5859,-1.4075,0.84635,0.099359,0.99687
FBXL20,3.1245,4.5884,0.24317,0.42778,0.099271,0.99691
BRD7,0.48921,4.8971,0.39167,0.92595,0.11275,0.99774
MTMR3,1.995,6.1662,0.018177,0.78299,0.14766,0.99937
CDK16,2.9103,4.204,1.3209,0.4841,0.081906,0.9948
HMGXB3,3.5086,5.7016,3.15,0.62357,0.13754,0.999
MARK4,2.9212,4.8999,0.31522,0.63047,0.11265,0.99777
CALD1,0.80166,5.462,1.5219,0.89171,0.13055,0.99879
DLC1,-2.931,6.3788,-4.517,1.2783,0.15182,0.99948
ELF2,1.5919,4.2048,0.77128,0.74408,0.081879,0.99482
LIN9,2.3929,4.8938,0.46219,0.60515,0.11287,0.99771
NRG1,0.63667,4.5687,0.95435,0.90783,0.099974,0.99665
NRXN2,4.0235,6.1569,0.23304,0.64284,0.14799,0.99934
GRIA1,3.599,5.4451,-0.4936,0.5628,0.13117,0.99869
STMN2,1.6866,3.1509,-0.48238,0.51725,0.0,0.97687
TSKS,0.28256,4.559,0.49078,0.95868,0.10032,0.99652
IRF2BP1,3.343,3.7488,0.82274,0.51856,0.054609,0.99024
NTRK3,1.8347,5.1814,-2.1491,0.76657,0.123,0.9983
TFAP2B,1.2875,3.7485,-0.81238,0.76995,0.054619,0.99023
DEF6,3.0265,4.8908,1.5733,0.55862,0.11298,0.99768
SMAD2,3.6626,4.5657,-0.65608,0.34999,0.10008,0.99661
MBD3,1.3857,3.1449,-2.027,0.72438,0.0,0.9765
CBX1,2.5421,3.1405,0.90695,0.28204,0.0,0.97622
HMGCR,3.7591,5.4338,1.0054,0.52601,0.13159,0.99861
PLAGL1,1.2985,3.1434,0.19115,0.77185,0.0,0.9764
TRIM8,2.7417,4.1826,1.4195,0.58178,0.082619,0.99438
SLC8A2,5.2384,4.5461,1.5108,0.38716,0.10079,0.99633
DSP,0.59515,8.6089,-0.95013,0.95692,0.18479,0.99978
PPP1R37,2.2691,4.1878,1.1567,0.6834,0.082444,0.99448
OSBP,3.585,5.4246,-0.12452,0.50831,0.13194,0.99855
PITX2,1.5502,3.14,-0.66788,0.67754,0.0,0.97618
ADCY2,4.2471,5.8893,0.86688,0.53013,0.14484,0.99898
DAAM1,1.836,6.1162,1.0798,0.78618,0.14946,0.99918
DOCK2,3.9399,8.0214,0.38846,0.65531,0.17963,0.99969
TTBK2,1.3918,5.6563,0.095844,0.84737,0.13921,0.99875
DUSP6,1.2166,3.1376,-1.9445,0.76724,0.0,0.97603
RPS6,1.334,3.1356,-4.3603,0.69702,0.0,0.9759
EXT1,1.6661,4.8567,-0.72923,0.76907,0.11425,0.99732
PHF20,2.3523,5.6564,1.5835,0.719,0.1392,0.99875
RPS18,2.8242,3.1356,-0.13541,0.20176,0.0,0.9759
STXBP5L,1.7087,6.3155,-0.22777,0.80871,0.15406,0.99926
TFAP2A,2.5857,3.7305,-1.3618,0.54106,0.055092,0.98964
PCNA,2.4744,3.138,0.45047,0.42411,0.0,0.97606
YLPM1,0.76788,7.7173,-0.64614,0.93671,0.17615,0.99965
ERF,2.2549,3.7316,-1.8358,0.66467,0.055062,0.98968
CIT,3.8214,8.437,1.0996,0.68919,0.18451,0.9997
GNAO1,3.1919,3.7302,0.77122,0.40631,0.055101,0.98963
MKRN1,1.3314,4.1744,-1.2062,0.76684,0.082894,0.99421
NR5A1,2.3359,3.7291,-0.20266,0.61145,0.055128,0.9896
ZBTB1,2.9676,4.168,1.987,0.56707,0.083111,0.99407
KCNB2,2.2511,4.5322,-1.335,0.71983,0.10129,0.99613
KCNC1,4.5189,3.7284,1.2828,0.35623,0.055148,0.98957
GRIK2,2.9066,5.4061,-0.49733,0.63505,0.13263,0.99841
PKNOX1,1.475,4.1651,-1.141,0.73906,0.083206,0.99401
RELB,2.2822,4.1647,-0.08376,0.66256,0.083219,0.994
ARRB1,2.3563,4.1619,0.83299,0.59262,0.083316,0.99394
CAMTA2,1.5541,6.2968,0.37643,0.83994,0.15473,0.99918
RAB8A,2.1221,3.1284,-0.81511,0.46223,0.0,0.97543
RAN,3.4203,3.1334,-3.0571,0.11092,0.0,0.97576
ATG4A,1.3515,3.7272,1.1869,0.67857,0.055179,0.98953
PLXNA1,3.4482,7.2148,-1.3393,0.72819,0.17033,0.99951
CBX6,2.3104,3.1321,0.44276,0.61214,0.0,0.97568
DLG5,2.5887,7.047,-0.80207,0.78684,0.16769,0.99948
PHF8,3.9759,5.1292,0.43027,0.46131,0.12496,0.99785
DDX4,2.0515,5.3864,0.48965,0.70942,0.13337,0.99826
OPN1LW,0.4657,3.127,-0.18642,0.88987,0.0,0.97535
PPP2CA,4.1504,3.7204,-1.4265,0.13243,0.055359,0.9893
PTGS2,2.4783,4.5221,-1.0667,0.61942,0.10166,0.99597
TPP2,3.8614,6.2847,-0.38881,0.57422,0.15517,0.99912
HUNK,1.9014,4.5175,1.4014,0.74022,0.10183,0.99589
AP1B1,3.1177,5.3891,-0.59905,0.63847,0.13327,0.99828
AP2B1,5.1667,5.391,1.1056,0.36645,0.13319,0.9983
CBFA2T2,2.475,4.515,0.1961,0.6373,0.10192,0.99585
ARHGAP5,2.2104,5.6362,-0.81637,0.77803,0.13996,0.99862
DBN1,0.67048,4.8346,-0.21086,0.90513,0.11508,0.99705
MSI1,2.7962,4.1456,0.44903,0.464,0.08387,0.99357
TENM3,3.2996,8.1092,0.11236,0.76472,0.18303,0.99955
FCHO1,1.4044,5.6136,0.071016,0.835,0.14081,0.99845
HSPH1,1.7199,5.3825,-1.3597,0.77088,0.13352,0.99822
ST7,3.3795,4.8327,0.41908,0.46275,0.11515,0.99703
TEAD3,2.7612,4.1478,1.9289,0.52559,0.083795,0.99362
ITGB8,0.93083,5.1114,0.5716,0.87164,0.12564,0.99767
SMAP1,1.0973,4.1457,-0.45728,0.80106,0.083867,0.99357
CCNL1,2.604,4.5086,0.27657,0.57952,0.10216,0.99575
SLC9A7,2.121,4.1434,0.1786,0.64085,0.083946,0.99352
EYA3,1.9356,4.8325,0.69302,0.68511,0.11516,0.99702
VRTN,1.6717,3.712,0.81282,0.77762,0.055584,0.98901
CTDNEP1,2.5372,3.1169,-1.028,0.39804,0.0,0.97468
RRAS2,1.7783,3.1163,1.0713,0.52704,0.0,0.97463
NFATC3,0.49439,5.3713,0.42382,0.94104,0.13394,0.99813
FBXO38,2.8126,6.0456,0.56306,0.68277,0.15204,0.99879
MORF4L1,1.5856,4.1379,-0.33262,0.68077,0.084133,0.99339
CHRM4,2.7313,3.1126,-0.57728,0.5673,0.0,0.97439
HECTD2,4.1108,5.3633,1.9483,0.41364,0.13425,0.99806
SBF1,0.5271,7.3219,-7.0119,0.95772,0.1746,0.99933
SLC44A1,1.7302,4.8125,0.38459,0.74021,0.11592,0.99676
NKD1,0.8261,4.1399,-0.2646,0.8621,0.084064,0.99344
GNB2,3.214,3.7052,-2.5794,0.3925,0.055767,0.98876
FAM135A,1.3308,6.2502,-0.2737,0.86242,0.15642,0.99893
ARPC4,2.2098,3.1148,0.85931,0.3961,0.0,0.97453
NMNAT2,2.1005,3.6986,0.052388,0.57328,0.055944,0.98853
NMT1,2.4752,4.4942,0.35236,0.59241,0.10269,0.9955
ERBB4,2.0107,6.6323,-2.2339,0.7904,0.1638,0.99912
SESTD1,2.3071,5.3592,0.9184,0.65678,0.13441,0.99802
ATRNL1,1.9094,6.8065,0.43501,0.79822,0.16714,0.99915
PAPOLG,2.1969,5.347,0.99253,0.68841,0.13488,0.9979
DIP2B,3.1809,7.3021,0.47724,0.70153,0.17526,0.99924
GIT2,2.3404,5.3497,0.80559,0.69143,0.13477,0.99793
NCOA6,0.95371,6.8014,-1.0195,0.91998,0.16732,0.99913
AMOT,1.09,4.8052,0.32664,0.85145,0.1162,0.99666
PSIP1,0.10638,4.8066,-2.2642,0.98168,0.11614,0.99668
PDHA1,2.572,3.6957,1.0404,0.45233,0.056023,0.98842
CBLB,1.2942,5.5888,-0.52534,0.84399,0.14175,0.99825
EDA,1.7843,3.1056,0.72508,0.60229,0.0,0.97391
SLC4A8,4.0551,5.814,0.672,0.53339,0.14764,0.99849
RABEP1,1.8552,5.8174,0.49058,0.75096,0.14752,0.99851
IWS1,2.3765,5.0762,0.43993,0.68173,0.12699,0.99727
AGAP2,3.3883,5.5794,1.0383,0.6239,0.14211,0.99816
TP63,2.2077,5.0769,-0.99355,0.69571,0.12696,0.99728
SLC7A1,3.2959,4.1183,0.18976,0.52969,0.084811,0.99291
FOXO3,1.6824,3.6862,-1.2913,0.75724,0.056282,0.98806
ZIC2,3.2124,3.1015,-2.9461,0.41309,0.0,0.97362
ROR1,2.1715,4.7909,1.0864,0.72972,0.11675,0.99645
SMAD1,2.2809,3.6854,-0.67835,0.6043,0.056303,0.98803
PPARGC1A,1.0017,5.0787,-0.18597,0.86628,0.12689,0.9973
MMP14,1.4844,4.4791,0.2445,0.78295,0.10326,0.99522
SRGAP1,2.2072,5.8097,1.3943,0.7479,0.14781,0.99845
CNNM2,4.4105,4.4783,-1.1866,0.44226,0.10328,0.99521
MEGF9,1.4315,3.6872,2.4501,0.75124,0.056255,0.9881
GANAB,2.2404,6.2198,-1.3184,0.73843,0.15754,0.99873
RBL2,1.2253,5.7971,1.6146,0.85967,0.14829,0.99835
RPS6KA4,3.6956,5.0665,1.9665,0.54794,0.12737,0.99715
LRFN3,2.2393,3.0958,0.19227,0.69926,0.0,0.97322
APEX2,0.56394,3.0929,-0.74585,0.88762,0.0,0.97302
MBD1,1.9926,5.0684,-0.5091,0.7205,0.12729,0.99717
HSPD1,2.2563,4.1053,-0.0089867,0.63708,0.085265,0.99257
MPP1,1.6708,3.6768,0.51205,0.65199,0.056538,0.9877
STX1B,2.9426,3.6759,0.30329,0.38055,0.056564,0.98766
SWT1,1.4874,5.3177,0.50461,0.79836,0.13601,0.99759
LPCAT3,2.4538,4.4715,-0.1172,0.57624,0.10354,0.99508
ATP6V0A1,3.7439,5.5585,1.0354,0.517,0.14291,0.99797
ATP6V0D1,2.9297,3.6749,0.082253,0.45149,0.05659,0.98763
CPE,1.8237,4.0966,1.1755,0.68371,0.085571,0.99233
DPP8,2.3563,5.5528,0.66727,0.70038,0.14313,0.99791
PPP1R13B,1.5265,5.7711,0.28919,0.83325,0.14928,0.99811
RALA,2.7026,3.0911,1.0015,0.26837,0.0,0.97289
TERF2,2.0679,4.0981,1.5701,0.6423,0.085519,0.99237
SAE1,0.56278,3.6741,-0.47828,0.88569,0.056612,0.9876
INHBB,2.185,3.0908,0.22093,0.59262,0.0,0.97287
WNT5A,1.9796,3.6673,0.58668,0.64515,0.0568,0.98732
TRIM39,3.7916,4.4547,1.791,0.39659,0.10418,0.99474
L3MBTL3,1.6371,5.3049,-0.53246,0.77741,0.13651,0.99744
GPRASP2,0.71345,3.6721,1.1744,0.88505,0.056668,0.98751
LSAMP,1.5698,3.6696,0.39338,0.68238,0.056736,0.98742
SRPK2,2.8073,5.0531,0.10656,0.59804,0.12789,0.99697
PABPC1,4.4883,4.7629,-0.27925,0.34331,0.11783,0.99601
FOXJ3,1.3132,4.7613,-1.0184,0.79931,0.11789,0.99598
NABP2,1.6269,3.0866,-0.11994,0.5909,0.0,0.97257
GRHL2,1.9269,5.0429,-1.2715,0.70892,0.12829,0.99683
GTF2I,3.0783,4.7576,0.39363,0.48837,0.11804,0.99592
FGFR2,2.402,5.2943,-1.1685,0.68803,0.13692,0.99731
HNRNPH3,2.5742,4.092,0.94646,0.49686,0.085734,0.99221
TRIM2,3.5715,4.7641,1.192,0.53375,0.11778,0.99603
TGFB3,1.6624,3.666,-1.3318,0.69384,0.056837,0.98727
SLC8A1,2.1973,4.7448,-3.0246,0.73353,0.11854,0.9957
APPBP2,3.0879,4.7436,-0.32623,0.50326,0.11859,0.99567
HSP90B1,2.1239,5.286,0.19521,0.71214,0.13725,0.9972
RAB10,2.6317,3.0805,0.76528,0.29226,0.0,0.97213
FBXO28,2.2653,3.6548,-0.42954,0.55234,0.057147,0.98681
SUGP1,1.2098,4.7441,0.32867,0.82979,0.11857,0.99568
CHAMP1,0.13987,4.0836,-1.4854,0.98098,0.086028,0.99197
ODF1,0.67981,3.0801,0.43536,0.84174,0.0,0.9721
LSM12,1.885,3.0802,-0.20085,0.46606,0.0,0.97211
MCMBP,1.9839,4.7424,0.71113,0.69772,0.11864,0.99565
MYO16,1.0261,7.1991,-0.14306,0.90908,0.17878,0.99851
ADCY1,4.3801,5.5139,0.195,0.52195,0.14465,0.99747
DCAF15,2.2685,4.4296,-1.0536,0.67224,0.10514,0.9942
FRYL,2.9587,9.1855,2.0893,0.78956,0.20128,0.99727
RPL15,1.8348,3.0715,-1.9964,0.54459,0.0,0.97146
COPS6,2.3077,3.651,-1.0394,0.5297,0.057253,0.98666
PKNOX2,1.6325,4.0757,-1.2773,0.72249,0.08631,0.99174
RBPMS,1.7155,3.075,0.095371,0.55904,0.0,0.97173
RPS10,1.2401,3.0663,0.76401,0.65497,0.0,0.97108
TCF7L2,2.3994,4.7274,-2.1085,0.64115,0.11923,0.99537
ATAD2,1.6583,6.6816,-0.51058,0.82531,0.17159,0.9982
SPRY2,0.97396,3.0688,-1.3733,0.79299,0.0,0.97126
PLXNC1,3.9843,6.674,0.17599,0.61024,0.17187,0.99811
SLC4A4,3.144,5.4947,0.15256,0.63266,0.1454,0.99722
OMG,1.3163,3.0671,0.71928,0.74825,0.0,0.97114
GMDS,1.819,4.0617,0.96271,0.65095,0.08681,0.99132
TAF7L,0.14419,3.6441,0.76027,0.96927,0.057448,0.98636
BANP,2.4265,4.4156,-1.4902,0.63292,0.10567,0.99388
CDC27,3.1977,5.2538,0.7285,0.54336,0.13853,0.99675
RFX1,2.6928,5.4965,0.62327,0.69558,0.14533,0.99724
DPYSL2,3.8756,4.41,0.3903,0.43171,0.10589,0.99375
SPIN1,3.2539,3.0585,2.1276,0.25294,0.0,0.97049
PPP1CA,3.2607,3.6331,-1.2012,0.36227,0.057757,0.98588
TAOK1,4.8186,6.3067,0.92034,0.42328,0.16541,0.99787
FBXO42,2.0948,4.7103,-0.11073,0.71188,0.11991,0.99503
FBXO45,2.3396,3.0604,0.68365,0.44329,0.0,0.97063
KCNH2,3.3724,4.9864,-1.0339,0.63817,0.13054,0.99593
LMX1A,1.0017,4.0558,0.56476,0.80841,0.087022,0.99114
OGDH,4.7595,5.6991,0.041152,0.47216,0.15207,0.99728
SLTM,2.5265,6.3048,0.13742,0.70692,0.16548,0.99785
FMN2,0.31819,6.113,-4.7952,0.96986,0.16154,0.99772
ADD2,2.0977,4.996,-0.3872,0.71851,0.13015,0.9961
KCNN2,2.2857,4.0512,-2.3076,0.64648,0.08719,0.99099
VWC2,1.6745,3.0636,0.80102,0.64297,0.0,0.97088
ERP44,2.2851,4.0534,-0.10917,0.56051,0.087111,0.99106
IQGAP1,2.4441,7.4315,-1.124,0.76875,0.18561,0.99754
QRICH1,3.7104,4.9773,-0.46987,0.49452,0.1309,0.99576
SSRP1,4.0388,4.9823,1.2468,0.44717,0.1307,0.99585
EIF3G,2.1722,3.6237,-1.0012,0.58389,0.058025,0.98546
FAM193B,0.83143,4.3922,0.031066,0.88172,0.10659,0.9933
DAPK1,2.5678,6.2905,-0.59984,0.75616,0.16602,0.99767
AFF2,1.4119,4.9775,-1.0512,0.82267,0.1309,0.99577
TARDBP,3.7095,3.6227,-0.7519,0.31689,0.058054,0.98542
ADAM23,1.8992,5.6861,2.4547,0.74558,0.15258,0.99709
MTMR12,2.2957,5.2307,1.1301,0.67564,0.13945,0.99638
NR0B1,1.0824,3.0554,-0.84106,0.78032,0.0,0.97025
PTK7,2.2407,5.6945,-0.55174,0.75665,0.15225,0.99721
ZNF770,0.8413,4.0441,-2.3418,0.87332,0.087446,0.99077
FHL1,0.88988,3.0494,1.3223,0.78366,0.0,0.96979
RPS3A,2.2263,3.0524,-2.6109,0.47589,0.0,0.97002
PSMB1,0.87488,3.0517,-0.37399,0.79036,0.0,0.96996
NASP,0.6057,4.9649,-0.27853,0.91501,0.13141,0.99553
ARID3A,1.2683,4.0406,-1.2283,0.81295,0.087574,0.99065
RBM15,1.7679,4.6965,-1.6629,0.79417,0.12046,0.99474
GNA12,2.093,3.0514,-1.7384,0.60105,0.0,0.96994
ARHGAP26,2.1135,5.4542,1.6735,0.72148,0.14701,0.99661
DCUN1D1,1.981,3.6193,0.088421,0.51246,0.058151,0.98526
KDM1A,4.6784,5.4575,1.5728,0.38263,0.14688,0.99667
KCNMA1,5.0622,6.0824,-2.3517,0.45507,0.16272,0.99731
XPOT,2.0457,5.8817,1.1316,0.74188,0.15828,0.99711
INTS2,2.2635,6.0613,1.55,0.74362,0.16353,0.99698
GRHL3,1.4216,4.3777,0.37247,0.78912,0.10716,0.99292
PRR14L,2.4682,6.2481,3.2175,0.79019,0.16763,0.99705
BAP1,2.6442,4.6825,0.17932,0.64182,0.12103,0.99443
PSPC1,2.5252,4.0252,-0.93399,0.5898,0.088138,0.99013
ARNTL,2.9244,4.6833,1.2916,0.56405,0.121,0.99444
ZFHX2,2.9515,6.0694,3.6513,0.76786,0.16322,0.99711
GTF2A1,2.1324,4.0323,0.93318,0.56276,0.087875,0.99038
CEP170B,0.87788,5.6618,-0.50832,0.92233,0.15354,0.99671
HAS2,2.7881,4.0252,-0.062771,0.53467,0.088135,0.99013
PDZD2,1.6926,7.5501,-0.23179,0.88208,0.18849,0.99694
PRICKLE2,1.7224,4.9605,-0.38302,0.7843,0.13159,0.99544
RAB7A,2.2805,3.0436,0.29607,0.4009,0.0,0.96933
SIK2,2.5517,5.4483,1.1557,0.68644,0.14725,0.99651
TESK1,1.606,4.3645,0.8193,0.76785,0.10768,0.99255
CTBP1,3.3093,3.6014,0.017386,0.44596,0.058665,0.98442
AGFG1,1.6605,4.3719,-0.34653,0.73325,0.10739,0.99276
SART3,0.80565,5.8511,0.20761,0.90344,0.15948,0.99661
PSMA3,1.7604,3.6055,0.11075,0.57673,0.058546,0.98462
SLC39A10,1.954,4.3697,-0.013349,0.741,0.10747,0.9927
ATP6V0B,1.8134,3.0388,0.27503,0.53135,0.0,0.96895
SSH2,1.9533,6.0529,0.93538,0.80112,0.16386,0.99684
FOXJ1,0.69948,3.0395,1.0729,0.87076,0.0,0.96901
ZNF710,2.4158,4.0222,0.4513,0.6792,0.088245,0.99003
FYN,4.0323,4.6671,0.11184,0.36125,0.12166,0.99406
CNP,2.4302,3.5939,0.9001,0.58704,0.058882,0.98405
PACS2,2.2358,5.4113,-1.4058,0.73491,0.14875,0.99583
RAPGEF6,1.5586,6.7365,-0.76284,0.84965,0.17869,0.99644
